SrNo,District_Name,Taluka_Name,Taluka_Latitude,Taluka_Longitude,Month,Year,Soil_Type,Soil_pH,Soil_EC,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Soil_Moisture,Soil_Depth_Class,Avg_Temperature,Min_Temperature,Max_Temperature,Rainfall_mm,Humidity_percent,Wind_Speed_kmph,Solar_Radiation,Evapotranspiration,Cloud_Cover_percent,Crop_Recommended,Crop_Suitability,Crop_Yield_Quintal_per_Hectare
12278,BANASKANTHA,Deodar,24.1920148,71.7893701,7,2015,Loam,6.01,1.14,1.51,55.40668454137659,15.3,588.7,20.6,Shallow,26.2,19.9,31.7,663.8,95.0,13.4,713.8,0.5,100.0,Soybean,Yes,16.47
12279,DAHOD,Garbada,22.684669,74.3132146,9,2018,Silty,7.07,3.62,1.37,225.1,35.6,321.4,34.3,Deep,31.0,26.4,33.4,351.6,78.2,35.1,355.0,3.56,100.0,Rice,Yes,22.48
12281,JAMNAGAR,Lalpur,22.1915377,69.963963,4,2023,Black Cotton,6.52,3.62,1.47,470.0,16.4,469.6,26.7,Shallow,38.3,31.0,42.8,18.0,49.3,20.5,855.4,6.8,38.2,Jowar,Yes,14.5
12282,AMRELI,Bagasara,21.4857835,70.9559406,2,2017,Loam,6.96,1.71,1.55,395.7,56.0,400.2,40.2,Deep,20.1,12.2,25.6,6.9,38.4,21.7,333.2,3.16,45.0,Tobacco,Yes,16.66
12284,SABARKANTHA,Idar,23.8362255,73.0114616,8,2015,Loam,6.52,0.26,1.05,460.4,57.8,445.4,12.0,Deep,28.8,22.3,34.4,415.3,72.1,7.6,847.4,2.39,100.0,Cotton,Yes,11.5
12285,MAHISAGAR,Khanpur,23.3263907,73.6238021,9,2017,Silty,7.33,2.64,1.52,412.1,17.6,217.0,40.1,Shallow,27.5,20.9,30.0,359.3,71.3,36.8,484.6,1.54,100.0,Castor,Yes,9.84
12286,AHMADABAD,Daskroi,22.9538235,72.7502756,5,2019,Loam,7.45,1.49,0.39,142.8,13.0,558.4,20.7,Medium,33.5,29.7,37.9,21.9,32.9,12.5,777.6,5.38,23.6,Bajra,Yes,14.47
12287,GANDHINAGAR,Dehgam,23.1640326,72.8818319,8,2022,Silty,6.78,1.01,0.8,225.3,53.6,605.3,20.3,Shallow,26.8,21.0,29.0,585.9,95.0,30.7,831.0,1.24,100.0,Maize,Yes,28.08
12288,SURENDRANAGAR,Thangadh,22.5743355,71.2000239,10,2017,Loam,6.81,0.64,1.55,158.6,43.7,148.1,4.9,Shallow,27.5,24.6,32.7,65.2,37.4,31.5,653.4,3.71,59.7,Jowar,Yes,15.29
12289,PATAN,Sami,23.6841533,71.7781681,5,2019,Loam,7.12,3.99,0.67,51.94256049598406,41.1,612.2,22.3,Shallow,33.7,27.8,38.5,9.3,43.0,30.7,887.9,4.29,49.2,Jowar,Yes,13.77
12290,AMRELI,Dhari,21.3280712,71.0262213,2,2018,Silty,6.56,1.62,0.32,346.5,43.2,450.3,32.6,Deep,12.2,6.8,15.0,17.9,49.5,22.0,1038.9,3.74,26.2,Wheat,Yes,23.09
12291,ANAND,Sojitra,22.5391166,72.7192782,4,2016,Black Cotton,7.64,3.72,0.2,376.9,58.9,149.8,40.6,Shallow,37.0,34.7,41.9,2.3,43.4,24.7,868.7,5.72,65.5,Bajra,No,13.749514530619807
12292,SURENDRANAGAR,Chotila,22.4243903,71.1992399,7,2019,Loam,6.83,1.65,0.57,220.8,26.1,410.8,21.0,Medium,30.0,22.1,32.9,431.2,87.9,25.4,289.5,3.85,100.0,Castor,Yes,11.98
12293,SURAT,Bardoli,21.1338291,73.1053896,5,2021,Black Cotton,6.5,1.28,1.33,480.3,57.2,80.0,37.8,Deep,39.3,33.9,45.2,8.1,32.4,7.0,604.5,4.83,31.6,Bajra,Yes,12.16
12294,DEVBHUMI,DWARKA,22.2424747,68.9671448,10,2015,Loam,6.85,0.65,1.15,332.6,37.8,92.6,18.6,Deep,25.7,22.4,29.9,70.2,40.5,9.5,501.2,6.4,46.3,Jowar,Yes,16.17
12296,DAHOD,Sanjeli,23.0583328,73.9710668,10,2018,Loam,6.25,0.88,0.85,380.9,21.5,208.3,22.5,Deep,28.0,20.9,32.5,49.3,52.5,34.1,615.9,4.25,20.6,Urad (Black Gram),No,6.0172332588392905
12297,MAHESANA,Jotana,23.4711736,72.2927648,9,2023,Black Cotton,6.57,0.19,1.76,458.9,33.0,348.5,17.0,Medium,27.1,22.6,31.6,521.8,95.0,39.8,320.1,3.35,100.0,Cotton,Yes,11.27
12298,PATAN,Sankheshwar,23.79879317530675,71.89748336549079,8,2017,Silty,6.09,2.56,0.53,76.0,43.9,498.4,25.7,Deep,26.5,23.7,29.5,507.1,95.0,80.0,472.1,1.58,100.0,Sugarcane,Yes,784.81
12299,RAJKOT,Gondal,21.9575096,70.8009896,9,2014,Loam,6.61,1.04,1.2,361.8,28.7,361.6,21.1,Deep,30.9,28.8,34.2,215.0,63.0,10.4,328.9,4.38,83.4,Jowar,Yes,11.95
12300,AMRELI,Lilia,21.5405819,71.392995,1,2014,Loam,6.03,1.96,0.52,422.9,29.4,534.9,10.8,Shallow,14.7,10.8,17.6,10.8,36.9,12.8,850.0,6.46,21.3,Wheat,Yes,23.31
12301,BANASKANTHA,Dhanera,24.5036694,72.0325116,11,2016,Sandy Loam,7.13,0.79,1.75,126.2,58.1,406.7,25.5,Deep,19.5,16.5,22.9,13.6,31.5,23.5,270.9,6.73,50.9,Wheat,Yes,28.92
12302,BANASKANTHA,Vadgam,24.0782271,72.4891682,1,2015,Loam,6.03,0.68,1.14,322.5,56.4,541.9,13.3,Medium,23.5,18.8,30.4,2.7,49.0,28.0,740.8,2.9,60.5,Jowar,Yes,14.42
12303,JUNAGADH,Visavadar,21.3417058,70.7534299,10,2016,Loam,6.85,0.5,1.06,173.1,46.5,690.3,30.0,Deep,25.8,21.1,29.4,24.4,45.7,29.4,542.7,6.31,62.7,Jowar,Yes,13.74
12304,NARMADA,Nandod,21.8429212,73.4495407,1,2019,Black Cotton,6.61,0.86,0.25,124.5,8.4,425.6,20.6,Medium,19.7,12.6,22.9,12.7,44.5,30.8,935.0,5.76,65.6,Wheat,Yes,21.4
12306,SURENDRANAGAR,Limbdi,22.5660006,71.7899425,5,2018,Black Cotton,8.29,0.25,1.47,360.4,7.0,493.4,31.2,Deep,37.8,31.7,42.0,2.5,43.9,37.9,1016.9,5.14,61.5,Bajra,No,10.032650737406325
12307,AHMADABAD,Viramgam,23.1224522,72.0483946,8,2014,Loam,7.17,1.18,1.77,211.3,20.5,571.6,21.8,Shallow,30.9,28.8,36.5,624.5,92.9,24.8,608.4,0.58,100.0,Castor,Yes,11.2
12308,BHARUCH,Bharuch,21.7080427,72.9956936,7,2019,Silty,7.44,3.68,1.03,98.5,46.8,489.8,21.1,Shallow,27.6,23.7,34.4,173.5,60.3,20.5,927.9,3.43,84.2,Moong (Green Gram),Yes,9.61
12309,GANDHINAGAR,Gandhinagar,23.2232877,72.6492267,12,2016,Loam,6.49,3.56,0.93,241.2,17.2,333.6,41.7,Medium,20.1,16.7,23.9,13.8,31.8,24.4,524.8,2.71,46.9,Chickpea,Yes,14.45
12311,KACHCHH,Bhachau,23.3040626,70.3507333,3,2015,Silty,6.52,2.97,0.39,332.8,16.2,499.3,43.5,Deep,29.2,23.8,32.7,11.9,37.1,6.2,691.9,2.09,20.1,Bajra,Yes,10.86
12312,TAPI,Uchchhal,21.2952173,73.820417,3,2020,Silty,6.54,1.39,1.35,443.4,59.4,509.8,28.9,Medium,29.6,25.7,32.9,4.3,47.8,9.1,774.4,3.75,32.3,Sugarcane,Yes,675.49
12314,ARAVALLI,Modasa,23.4634245,73.2990631,4,2020,Loam,6.3,1.07,0.39,329.4,9.9,76.3,36.0,Medium,28.9,23.5,35.8,3.3,39.6,26.8,312.0,5.68,60.8,Jowar,Yes,14.97
12316,PANCHMAHALS,Morwa,22.829248945454545,73.03712348181818,5,2020,Silty,7.16,3.51,1.7,470.9,26.5,485.0,39.1,Deep,30.1,27.7,35.1,5.6,44.1,80.0,591.8,5.74,61.7,Jowar,Yes,10.45
12317,MORBI,Wankaner,22.6153934,70.9495617,12,2018,Silty,6.81,1.46,1.49,133.6,51.4,188.0,45.0,Deep,15.7,9.5,18.4,14.2,35.3,5.4,676.9,2.68,44.7,Wheat,Yes,31.93
12318,MORBI,Tankara,22.6562177,70.7486911,1,2021,Loam,6.72,3.88,1.61,51.8,36.9,171.0,27.3,Shallow,18.3,15.2,24.8,16.4,40.5,22.1,791.1,4.21,53.1,Wheat,Yes,26.28
12319,GANDHINAGAR,Kalol,23.2452165,72.4966223,12,2023,Black Cotton,7.42,3.39,0.56,477.9,42.5,250.3,7.9,Deep,21.5,18.6,27.2,16.2,33.6,11.1,315.1,4.95,31.6,Jowar,Yes,10.99
12320,RAJKOT,Gondal,21.9575096,70.8009896,7,2021,Silty,6.86,3.12,0.86,178.0,59.5,157.4,26.8,Medium,31.8,25.6,38.1,610.9,95.0,25.3,50.0,3.57,100.0,Sugarcane,Yes,706.06
12321,BHAVNAGAR,Talaja,21.3545788,72.0368814,1,2019,Loam,7.18,2.64,1.35,387.7,19.5,317.9,39.3,Deep,17.0,11.4,23.5,12.7,43.5,15.7,503.6,6.87,43.9,Wheat,Yes,24.12
12322,ANAND,Umreth,22.6990518,73.115045,8,2014,Loam,6.84,1.34,1.01,311.4,35.0,459.5,25.7,Shallow,31.3,27.9,38.3,357.4,82.4,14.0,110.8,4.84,100.0,Castor,Yes,10.95
12323,RAJKOT,Paddhari,22.4297959,70.6057564,5,2017,Loam,6.06,2.32,0.57,188.1,23.4,155.4,24.5,Medium,35.5,31.9,38.2,4.2,49.8,17.4,761.3,2.97,62.1,Bajra,Yes,15.79
12324,SURENDRANAGAR,Wadhwan,22.7028011,71.6723933,1,2015,Loam,6.74,1.84,0.15,197.8,19.7,637.7,27.9,Shallow,17.8,15.4,24.0,7.1,50.2,21.2,265.4,6.7,38.3,Wheat,Yes,26.7
12325,PATAN,Radhanpur,23.8472862,71.5858439,6,2019,Loam,6.87,1.72,0.59,250.5,42.3,280.3,27.0,Medium,26.8,24.2,33.2,374.6,72.7,25.5,459.7,4.86,85.7,Onion,Yes,224.7
12326,NARMADA,Nandod,21.8429212,73.4495407,1,2015,Silty,6.57,2.94,0.38,427.1,43.9,102.9,20.7,Shallow,16.0,12.6,21.0,2.8,39.9,11.1,321.2,6.07,56.5,Wheat,Yes,29.83
12327,AMRELI,Babra,21.8485451,71.3036656,10,2021,Silty,6.24,3.72,0.58,140.1,14.9,218.5,33.4,Medium,28.0,20.3,32.0,39.8,43.9,9.8,881.9,2.14,49.6,Jowar,Yes,14.15
12328,AMRELI,Amreli,21.6009239,71.2168014,6,2017,Black Cotton,6.69,0.09,1.23,294.1,17.6,577.7,24.8,Medium,29.5,27.0,33.5,317.3,68.5,12.6,358.4,1.07,100.0,Castor,Yes,13.62
12330,KACHCHH,LAKHPAT,23.8268882,68.7751578,10,2018,Sandy,5.64,1.73,1.49,213.0,6.2,82.4,30.6,Medium,28.2,24.2,32.1,15.1,44.8,32.6,884.7,2.97,54.8,Sesame,No,4.869844530687487
12331,VADODARA,Dabhoi,22.1336175,73.4201004,6,2015,Silty,6.91,3.51,0.93,298.1,50.2,354.6,39.8,Medium,24.2,20.5,27.8,416.9,90.5,29.2,917.0,0.91,99.9,Rice,Yes,37.02
12332,KACHCHH,Mandvi,22.8314482,69.35081,4,2019,Silty,6.28,2.3,1.48,68.4,55.9,678.3,33.3,Medium,29.1,23.9,33.9,15.1,32.1,24.4,410.8,4.25,30.0,Bajra,Yes,12.25
12333,NAVSARI,Chikhli,20.7581399,73.0598983,11,2016,Clay,6.9,2.1,0.45,241.9,23.2,128.8,21.4,Shallow,23.2,21.2,26.3,3.2,43.0,34.1,933.4,3.8,32.2,Urad (Black Gram),Yes,7.62
12334,BHARUCH,Jhagadia,21.7157199,73.1497026,12,2020,Loam,7.5,1.65,1.7,357.9,8.5,264.8,34.6,Medium,24.0,19.9,29.9,11.3,39.9,40.4,772.5,4.65,63.3,Jowar,Yes,14.92
12335,GANDHINAGAR,Kalol,23.2452165,72.4966223,4,2023,Loam,6.9,3.24,0.74,439.2,57.2,436.5,11.2,Medium,28.7,25.1,31.9,28.9,39.1,25.3,375.5,3.71,22.7,Urad (Black Gram),Yes,10.21
12336,BHARUCH,Netrang,21.6395746,73.3661964,12,2016,Black Cotton,7.21,1.48,0.54,356.3,28.8,542.1,32.7,Shallow,20.3,16.6,25.3,8.2,35.3,31.1,447.8,2.75,65.6,Wheat,Yes,21.38
12337,VALSAD,Vapi,20.3735482,72.9084376,12,2018,Loam,6.58,3.4,1.17,346.9,17.2,393.7,41.8,Medium,21.6,19.1,25.7,0.8,32.2,27.1,1113.9,2.07,57.4,Wheat,Yes,31.28
12338,PANCHMAHALS,Ghoghamba,22.829248945454545,73.03712348181818,5,2020,Silty,7.27,0.6,0.56,409.9,9.8,498.2,42.6,Shallow,34.8,27.0,37.5,6.4,44.0,80.0,411.5,3.06,28.1,Bajra,No,13.27022917522687
12340,RAJKOT,Lodhika,22.1328248,70.6322346,2,2020,Black Cotton,7.36,2.53,1.06,364.8,32.8,699.1,39.0,Shallow,21.5,19.0,28.4,6.8,38.1,32.6,645.8,3.96,41.4,Tobacco,Yes,17.45
12342,SABARKANTHA,Vijaynagar,23.9531558,73.2815255,8,2018,Silty,6.67,3.35,1.14,376.6,26.9,63.9,9.7,Medium,27.0,23.7,33.1,339.0,73.6,33.0,783.9,4.19,100.0,Rice,Yes,18.41
12343,TAPI,Songadh,21.1702124,73.5622874,12,2017,Black Cotton,8.07,1.64,0.58,232.4,6.2,394.7,22.9,Shallow,25.2,21.2,27.8,5.6,31.5,6.3,900.9,2.39,35.0,Urad (Black Gram),Yes,9.98
12345,TAPI,Nizar,21.476998,74.1958106,5,2016,Black Cotton,7.07,3.58,0.7,373.7,30.7,425.6,16.4,Deep,37.2,34.4,42.3,2.4,45.5,21.7,713.8,3.72,68.8,Bajra,No,14.340131097970094
12347,BHARUCH,Amod,21.9907832,72.8706259,3,2015,Black Cotton,7.88,1.55,1.48,416.4,51.2,286.7,37.0,Deep,41.9,37.2,47.6,15.0,51.2,15.5,802.1,2.23,61.7,Urad (Black Gram),No,5.302151053210488
12349,KHEDA,Nadiad,22.6895535,72.8713603,8,2015,Black Cotton,6.63,1.34,0.58,348.1,15.9,314.3,43.5,Deep,27.3,20.7,31.7,543.2,84.5,25.6,613.6,0.5,100.0,Cotton,Yes,12.01
12350,BOTAD,Gadhada,21.9682625,71.5769241,5,2016,Black Cotton,6.78,3.15,1.72,170.5,9.9,267.0,36.4,Medium,30.2,23.0,33.2,10.4,35.7,6.1,1153.1,3.34,48.0,Bajra,Yes,12.016470603247114
12351,SURAT,Umarpada,21.4563995,73.4757224,1,2018,Silty,6.67,3.48,1.24,125.8,19.9,491.3,23.3,Medium,14.0,7.7,18.5,6.1,30.9,8.9,563.4,5.73,31.6,Chickpea,Yes,10.7
12352,SURENDRANAGAR,Wadhwan,22.7028011,71.6723933,1,2017,Black Cotton,7.1,1.33,1.11,60.7,24.2,490.9,36.7,Medium,13.6,6.9,18.3,10.3,34.4,9.3,1115.8,5.98,11.7,Wheat,Yes,30.19
12354,SURENDRANAGAR,Lakhtar,22.8724876,71.7763542,9,2017,Black Cotton,7.32,2.33,1.51,393.6,31.7,276.3,22.9,Medium,24.9,21.4,28.6,479.8,84.3,32.3,50.0,0.5,100.0,Castor,Yes,11.72
12356,SURENDRANAGAR,Limbdi,22.5660006,71.7899425,7,2014,Black Cotton,7.2,0.48,0.88,60.07734606092643,33.0,677.8,15.0,Medium,29.9,26.2,35.8,286.2,64.8,9.3,277.9,1.02,76.4,Jowar,Yes,14.41
12357,RAJKOT,Upleta,21.7466811,70.2821426,3,2023,Silty,7.22,3.29,1.12,260.7,17.0,532.2,24.7,Shallow,39.2,35.3,43.0,8.0,41.2,20.7,575.5,4.26,17.6,Bajra,Yes,11.91
12358,MAHESANA,Kadi,23.2969449,72.3306381,7,2014,Black Cotton,6.76,3.59,0.89,270.8,41.5,326.8,41.2,Shallow,30.3,23.1,34.4,534.1,86.8,33.7,114.4,1.81,100.0,Castor,No,9.60858404591067
12359,BHAVNAGAR,Sihor,21.720494,71.9605587,10,2019,Black Cotton,7.39,1.25,0.97,93.2,45.2,195.2,17.3,Medium,27.3,20.8,31.8,57.1,39.7,19.9,296.7,6.6,36.7,Cumin,No,3.150362344474736
12360,SURENDRANAGAR,Chuda,22.4815114,71.6881728,11,2023,Black Cotton,8.14,0.42,0.35,446.1,32.9,323.8,20.6,Shallow,16.4,12.8,22.9,5.7,41.8,12.3,496.5,4.03,8.4,Wheat,Yes,29.2
12361,VADODARA,Karajan,22.30309615105263,73.2793426991228,1,2023,Loam,6.91,3.72,0.89,260.8,51.2,624.8,42.6,Deep,24.6,17.7,29.9,1.8,43.5,80.0,895.5,2.25,25.9,Jowar,Yes,12.05
12363,BANASKANTHA,Suigam,24.1515492,71.3593406,5,2021,Sandy Loam,6.46,1.82,1.78,368.7,44.9,291.8,28.8,Medium,37.5,33.8,42.6,2.2,37.4,19.6,1182.9,3.47,41.5,Bajra,Yes,16.47
12364,BHARUCH,Valia,21.5711115,73.1608821,12,2014,Silty,7.23,3.9,0.13,121.9,44.3,594.8,35.6,Medium,16.6,11.7,20.5,6.2,39.1,17.2,861.1,5.53,69.7,Wheat,Yes,32.1
12365,VADODARA,Savli,22.562511,73.2230996,10,2015,Loam,7.23,1.29,1.13,155.6,15.7,90.0,33.3,Medium,26.8,20.5,31.1,26.6,50.0,29.0,996.0,5.91,11.6,Urad (Black Gram),No,6.140940114721769
12366,AHMADABAD,Dholka,22.726607,72.4411863,1,2017,Black Cotton,8.04,1.01,0.15,461.9,36.4,323.6,29.1,Medium,21.3,17.9,25.3,7.7,44.0,10.2,736.9,2.27,56.1,Onion,Yes,205.44
12368,ANAND,Borsad,22.4094019,72.905252,12,2023,Loam,6.94,0.65,1.52,496.3,50.1,332.3,31.4,Deep,15.5,8.4,20.2,9.7,43.1,25.7,1167.7,4.88,32.8,Wheat,Yes,30.97
12369,KACHCHH,LAKHPAT,23.8268882,68.7751578,12,2014,Silty,7.33,1.3,1.37,174.6,37.6,421.3,29.2,Shallow,12.3,9.8,17.3,19.0,42.0,9.9,886.1,3.94,10.1,Chickpea,Yes,17.28
12371,AMRELI,Rajula,21.038617,71.4438845,8,2021,Silty,6.66,3.78,1.36,50.54550129545518,29.9,114.1,7.9,Medium,28.7,21.1,32.1,388.0,82.5,34.2,341.0,2.08,100.0,Castor,Yes,11.24
12372,MAHESANA,Visnagar,23.6978037,72.5507598,2,2016,Sandy Loam,6.83,2.64,0.94,108.6,18.9,602.0,15.8,Deep,16.7,11.5,20.1,4.6,41.0,36.8,920.7,2.15,61.6,Wheat,Yes,30.34
12373,AHMADABAD,Detroj-Rampura,23.3291312,72.1639025,6,2020,Loam,6.24,0.72,0.86,353.6,16.2,689.1,25.8,Deep,31.3,28.6,34.5,299.3,73.2,26.1,737.5,4.98,100.0,Jowar,Yes,13.17
12375,JAMNAGAR,Jamnagar,22.4732415,70.0552102,12,2022,Silty,6.4,3.72,0.77,351.9,38.8,200.1,6.8,Deep,15.5,12.1,18.1,20.4,51.1,15.4,853.3,6.25,52.5,Wheat,Yes,27.22
12376,MAHISAGAR,Lunawada,23.19144429640288,73.63350439376498,2,2023,Loam,6.76,0.42,1.17,493.1,18.9,353.3,28.5,Deep,23.1,16.3,27.4,13.7,33.3,80.0,299.7,4.13,35.8,Jowar,Yes,11.25
12377,SABARKANTHA,Prantij,23.4372086,72.8518061,6,2023,Silty,7.22,2.9,0.52,321.1,20.7,68.0,35.5,Medium,26.5,21.6,32.4,326.1,70.0,34.1,311.9,4.83,100.0,Rice,Yes,19.5
12378,AHMADABAD,Dhandhuka,22.3816365,71.9791414,9,2014,Loam,7.23,3.85,0.81,353.9,25.1,443.6,5.1,Medium,24.5,16.7,29.2,173.2,66.7,38.6,627.4,1.95,59.3,Jowar,Yes,13.04
12379,VALSAD,Dharampur,20.5360672,73.1740929,2,2020,Black Cotton,6.51,3.37,0.27,161.1,35.6,679.9,28.7,Medium,17.6,10.1,22.7,2.2,44.3,16.2,737.6,2.04,52.5,Wheat,Yes,22.58
12380,TAPI,Songadh,21.1702124,73.5622874,9,2019,Loam,7.11,3.89,0.15,286.1,37.3,625.8,13.0,Medium,29.6,26.0,34.1,384.0,78.0,10.7,114.6,0.5,100.0,Rice,Yes,18.93
12381,MAHESANA,Vijapur,23.5590941,72.7449399,1,2019,Loam,7.43,1.66,0.94,341.9,38.3,104.1,4.8,Shallow,23.7,21.4,30.0,2.9,47.7,12.5,280.4,2.8,13.2,Tobacco,Yes,19.08
12382,BANASKANTHA,Deodar,24.1920148,71.7893701,8,2018,Sandy,5.83,2.18,1.12,50.135413089336325,24.9,285.7,18.5,Shallow,32.2,29.3,37.8,102.6,47.1,16.9,248.6,2.32,65.3,Bajra,Yes,11.36
12383,BHAVNAGAR,Bhavnagar,21.7718836,72.1416449,7,2021,Silty,6.18,3.82,0.69,189.8,22.2,629.5,42.8,Deep,26.2,20.1,30.0,154.6,49.9,39.2,662.9,5.79,39.7,Cumin,No,3.64224587345711
12384,AHMADABAD,Dholera,22.2495856,72.1959892,2,2014,Silty,6.68,2.0,0.69,207.9,21.3,668.9,6.1,Deep,12.5,7.5,19.1,8.9,49.0,24.3,1000.8,2.83,60.1,Wheat,Yes,24.14
12385,MAHESANA,Visnagar,23.6978037,72.5507598,8,2014,Silty,7.08,1.29,0.51,78.8,28.0,248.3,44.1,Shallow,32.3,28.6,37.6,298.1,74.7,26.5,841.5,5.14,100.0,Rice,Yes,21.17
12386,ARAVALLI,Modasa,23.4634245,73.2990631,12,2015,Loam,7.45,1.34,1.19,312.7,29.4,418.8,33.3,Deep,12.5,9.9,19.5,10.7,44.1,18.5,432.8,3.99,55.7,Wheat,Yes,27.1
12387,BANASKANTHA,Vav,24.363947,71.5123139,10,2021,Sandy,6.08,1.74,1.26,348.1,30.6,69.7,6.4,Deep,28.8,22.1,34.6,74.8,56.9,13.2,459.7,3.76,57.1,Sesame,No,3.1743996419167537
12388,JUNAGADH,Visavadar,21.3417058,70.7534299,12,2023,Black Cotton,6.68,1.63,1.64,407.2,19.7,202.2,13.9,Shallow,12.4,9.1,17.6,13.7,32.7,9.0,831.5,5.22,40.3,Mustard,Yes,12.75
12389,JAMNAGAR,Jamjodhpur,21.9329709,70.0297614,8,2014,Loam,6.18,1.39,1.71,192.7,30.6,232.0,6.8,Medium,29.1,26.7,35.5,316.0,63.5,21.8,769.4,1.31,96.9,Rice,Yes,21.03
12390,JUNAGADH,Manavadar,21.4979645,70.1406499,7,2020,Loam,6.2,1.58,0.27,112.1,19.5,541.6,2.1,Shallow,31.8,25.9,36.3,165.3,65.5,15.0,870.2,5.94,57.6,Sesame,No,3.3398033874400817
12391,BHARUCH,Jhagadia,21.7157199,73.1497026,7,2014,Loam,6.78,1.96,0.77,315.6,17.7,82.9,14.6,Deep,28.0,20.8,34.6,605.4,95.0,28.5,50.0,0.5,100.0,Maize,Yes,21.43
12392,KHEDA,Matar,22.7073839,72.6623162,7,2023,Loam,6.75,3.93,0.46,153.1,36.9,275.3,15.6,Deep,25.2,22.0,27.9,140.5,44.6,32.7,640.5,5.08,70.3,Jowar,Yes,13.79
12393,NARMADA,Garudeshwar,21.8898443,73.6551011,7,2019,Loam,7.34,0.36,0.67,443.6,36.0,456.8,13.6,Shallow,24.5,19.0,29.9,134.3,55.1,20.0,252.1,3.8,89.9,Jowar,Yes,11.53
12394,MAHISAGAR,Santrampur,23.1927742,73.8959255,10,2023,Black Cotton,7.49,1.95,0.99,161.8,49.2,537.6,21.9,Medium,30.8,28.3,37.7,20.1,35.7,23.4,1007.4,4.18,26.5,Jowar,Yes,12.424663453619752
12395,BANASKANTHA,Tharad,24.3897272,71.6292685,10,2018,Silty,6.89,1.9,1.3,82.9,31.0,688.9,3.8,Medium,25.2,18.0,32.2,55.4,38.7,32.6,934.0,5.12,73.1,Wheat,Yes,24.44
12396,VADODARA,Padra,22.2412214,73.0855259,3,2015,Loam,6.13,2.78,0.32,178.9,19.5,530.1,40.7,Deep,29.2,23.9,32.3,6.4,35.8,35.8,396.6,4.16,36.1,Sesame,Yes,4.28
12397,MAHISAGAR,Kadana,23.289682,73.8380384,6,2022,Loam,7.28,1.54,0.25,153.8,57.3,670.2,44.7,Deep,31.3,28.5,33.4,530.1,93.6,23.8,866.3,0.75,100.0,Castor,Yes,11.94
12398,BANASKANTHA,Kankrej,24.0387783,71.9411013,4,2015,Silty,6.12,0.45,0.89,286.6,5.2,269.9,11.5,Deep,41.1,37.7,44.3,21.5,34.2,10.9,598.8,6.44,48.8,Jowar,Yes,14.344942124002875
12400,PANCHMAHALS,Morwa,22.829248945454545,73.03712348181818,11,2017,Loam,7.05,0.42,0.9,237.7,6.6,235.7,34.2,Medium,12.2,5.9,18.2,11.6,36.0,80.0,1071.6,3.69,70.8,Mustard,Yes,8.97
12401,SURENDRANAGAR,Muli,22.6217,71.4527,11,2019,Black Cotton,8.19,3.13,0.91,91.1,31.5,349.6,33.7,Deep,23.3,18.8,30.0,15.0,33.2,12.1,429.3,2.6,22.0,Wheat,Yes,27.77
12402,BHARUCH,Bharuch,21.7080427,72.9956936,10,2022,Black Cotton,7.24,1.91,1.4,327.5,20.3,166.4,26.9,Medium,29.1,26.4,36.1,45.7,41.5,37.7,427.7,3.03,49.9,Bajra,Yes,13.52
12403,NAVSARI,Gandevi,20.8029715,72.9966726,4,2022,Black Cotton,7.02,2.08,1.72,141.5,39.3,305.0,29.6,Deep,35.9,28.4,38.0,24.2,44.0,19.4,1108.0,4.63,50.1,Bajra,Yes,13.38
12404,DAHOD,Jhalod,23.1006273,74.1560018,10,2014,Loam,6.64,0.89,1.76,441.8,18.4,353.9,35.3,Deep,28.0,24.2,30.9,11.9,38.3,11.4,972.8,5.47,59.8,Jowar,Yes,10.71
12405,BOTAD,Ranpur,22.3598858,71.7169084,1,2021,Loam,6.44,1.87,1.01,314.7,55.5,674.3,11.7,Shallow,11.6,5.4,15.9,9.9,40.2,39.1,640.8,3.28,59.1,Wheat,Yes,29.77
12406,JAMNAGAR,Lalpur,22.1915377,69.963963,8,2022,Loam,6.48,2.64,1.04,229.4,52.4,189.2,18.4,Medium,28.3,22.7,32.1,208.1,61.7,21.5,176.8,5.11,77.2,Jowar,Yes,11.151115426856563
12407,RAJKOT,Rajkot,22.3053263,70.8028377,10,2015,Loam,7.05,1.3,1.59,235.5,43.0,529.0,2.8,Shallow,30.8,24.5,33.5,20.9,42.6,8.8,1116.2,4.67,44.0,Jowar,Yes,10.669590559226338
12408,JAMNAGAR,Jodiya,22.6925104,70.3054102,4,2021,Silty,6.52,2.07,0.42,76.5,5.4,674.1,41.6,Deep,38.2,34.8,43.8,7.9,38.5,17.7,593.3,4.37,30.6,Bajra,Yes,12.67
12409,VADODARA,Dabhoi,22.1336175,73.4201004,7,2023,Silty,7.16,1.49,0.78,397.8,59.9,551.3,34.6,Medium,27.2,23.5,33.8,282.8,64.3,25.4,661.0,0.96,98.7,Rice,Yes,33.27156122848681
12410,AHMADABAD,Daskroi,22.9538235,72.7502756,10,2017,Black Cotton,8.27,2.05,0.41,101.1,28.3,71.2,36.2,Medium,26.5,21.5,30.3,46.3,52.8,38.9,474.3,3.9,35.8,Bajra,No,13.074734055396917
12411,KACHCHH,Abdasa,23.2576703,68.8854644,12,2014,Loam,6.46,1.73,1.36,356.7,59.3,160.9,15.9,Shallow,25.5,21.9,32.3,18.1,50.3,16.5,358.2,2.0,27.5,Urad (Black Gram),Yes,9.84
